"location.venue_state","location.lng","location.lat","style_category","med_lat","med_lng","lat_dist","lng_dist"
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.55,38.4181,"Blonde",37.9779,-122.415,-0.440200000000004,0.134999999999991
"CA",-121.951,37.7639,"Porter",37.9779,-122.415,0.213999999999999,-0.464000000000013
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Porter",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"FL",-82.5118,28.0949,"Other",28.0949,-81.548,0,0.963799999999992
"TX",-97.7675,30.2382,"Other",31.8181,-97.0367,1.5799,0.730800000000002
"CA",-117.868,33.783,"Other",37.9779,-122.415,4.1949,-4.54700000000001
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-117.853,33.7863,"Other",37.9779,-122.415,4.1916,-4.56200000000001
"CA",-122.431,37.7719,"Other",37.9779,-122.415,0.205999999999996,0.0159999999999911
"NY",-73.9781,40.7833,"Other",40.78515,-73.9843,0.00185000000000457,-0.00619999999999266
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"PA",-75.3988,40.2875,"Belgian",40.2875,-75.9941,0,-0.595300000000009
"PA",-75.3988,40.2875,"Belgian",40.2875,-75.9941,0,-0.595300000000009
"PA",-75.3988,40.2875,"Belgian",40.2875,-75.9941,0,-0.595300000000009
"PA",-75.3988,40.2875,"Belgian",40.2875,-75.9941,0,-0.595300000000009
"WI",-89.3559,43.0905,"Belgian",43.0746,-88.1102,-0.015900000000002,1.2457
"CT",-72.633,41.5764,"Belgian",41.4837,-72.633,-0.0927000000000007,0
"CA",-117.811,33.7498,"Belgian",37.9779,-122.415,4.2281,-4.604
"CA",-122.712,38.4417,"Belgian",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.063,37.902,"Belgian",37.9779,-122.415,0.0758999999999972,-0.352000000000004
"CA",-122.431,37.7719,"Belgian",37.9779,-122.415,0.205999999999996,0.0159999999999911
"CA",-122.712,38.4417,"Belgian",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-118.907,34.1837,"Other",37.9779,-122.415,3.7942,-3.50800000000001
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"PA",-79.3276,40.3187,"Other",40.2875,-75.9941,-0.0311999999999983,3.3335
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-117.811,33.7498,"Other",37.9779,-122.415,4.2281,-4.604
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.486,37.9803,"Other",37.9779,-122.415,-0.00240000000000151,0.070999999999998
"CA",-119.056,35.3706,"Other",37.9779,-122.415,2.6073,-3.35900000000001
"IL",-88.3082,41.8875,"Other",41.8881,-88.0669,0.000599999999998602,0.241299999999995
"CA",-122.056,37.3766,"Other",37.9779,-122.415,0.601299999999995,-0.359000000000009
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Other",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-117.722,34.0945,"Other",37.9779,-122.415,3.8834,-4.69300000000001
"MN",-93.2379,44.8414,"IPA",44.8819,-93.2094,0.0405000000000015,0.028499999999994
"MD",-76.5865,39.286,"IPA",39.2825,-76.8102,-0.0035000000000025,-0.223699999999994
"NY",-74.0046,44.2965,"IPA",40.78515,-73.9843,-3.51135,0.020300000000006
"OK",-95.9206,36.062,"IPA",35.72935,-96.72525,-0.332650000000001,-0.804649999999995
"OH",-81.4897,41.4552,"IPA",39.6268,-84.1733,-1.82839999999999,-2.6836
"CA",-122.419,37.7981,"Other",37.9779,-122.415,0.1798,0.00399999999999068
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-122.584,37.986,"Other",37.9779,-122.415,-0.00809999999999889,0.168999999999997
"CA",-117.681,33.6388,"Other",37.9779,-122.415,4.33909999999999,-4.73400000000001
"CA",-122.415,37.743,"Other",37.9779,-122.415,0.234899999999996,0
"CA",-122.264,37.8622,"Other",37.9779,-122.415,0.115699999999997,-0.15100000000001
"CA",-122.42,37.7452,"Other",37.9779,-122.415,0.232700000000001,0.00499999999999545
"NE",-96.0075,41.285,"IPA",41.285,-96.0075,0,0
"NE",-96.0075,41.285,"IPA",41.285,-96.0075,0,0
"NE",-96.0075,41.285,"IPA",41.285,-96.0075,0,0
"NE",-96.0075,41.285,"IPA",41.285,-96.0075,0,0
"NJ",-74.2595,40.8002,"IPA",40.398,-74.2344,-0.402199999999993,0.025100000000009
"DE",-75.7266,39.4571,"IPA",39.683,-75.7106,0.225900000000003,0.0160000000000053
"AR",-94.195,36.0502,"IPA",35.39965,-93.2683,-0.650550000000003,0.926699999999997
"TX",-97.6933,30.5347,"IPA",31.8181,-97.0367,1.2834,0.656599999999997
"WV",-82.3024,38.4234,"IPA",38.4182,-81.1028,-0.00520000000000209,1.1996
"WA",-122.144,47.588,"IPA",47.6083,-122.315,0.0202999999999989,-0.170999999999992
"SC",-81.0364,34.0006,"IPA",32.99545,-80.19675,-1.00515,0.839649999999992
"FL",-81.805,24.5589,"IPA",28.0949,-81.548,3.536,0.257000000000005
"OH",-83.7035,41.7172,"IPA",39.6268,-84.1733,-2.0904,-0.469799999999992
"CO",-104.987,39.9123,"IPA",39.74725,-105.027,-0.165050000000001,-0.0400000000000063
"FL",-80.1199,25.8552,"IPA",28.0949,-81.548,2.2397,-1.4281
"FL",-86.4959,30.3917,"Pale",28.0949,-81.548,-2.2968,4.9479
"TN",-86.6694,36.1312,"Pale",36.151,-86.7968,0.0198000000000036,-0.127400000000009
"FL",-81.2885,28.3745,"Pale",28.0949,-81.548,-0.279600000000002,-0.259500000000003
"IN",-85.1504,41.2306,"Pale",39.9325,-86.0955,-1.2981,-0.945099999999996
"PA",-75.223,40.0252,"Pale",40.2875,-75.9941,0.262300000000003,-0.771100000000004
"MA",-71.1975,42.374,"IPA",42.3518,-71.135,-0.0222000000000051,0.0625
"MI",-83.8296,42.4726,"IPA",42.7705,-84.20155,0.297899999999998,-0.371949999999998
"CA",-117.99,33.7094,"IPA",37.9779,-122.415,4.2685,-4.42500000000001
"PA",-79.9945,40.4411,"IPA",40.2875,-75.9941,-0.153599999999997,4.0004
"CA",-122.639,38.2349,"IPA",37.9779,-122.415,-0.257000000000005,0.22399999999999
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-121.997,37.8171,"IPA",37.9779,-122.415,0.160799999999995,-0.418000000000006
"CA",-122.637,38.2329,"IPA",37.9779,-122.415,-0.255000000000003,0.221999999999994
"CA",-118.309,33.8885,"Blonde",37.9779,-122.415,4.0894,-4.10600000000001
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
"CA",-122.712,38.4417,"Blonde",37.9779,-122.415,-0.463799999999999,0.296999999999997
